topic,question,difficulty,explanation,choice_a,choice_b,choice_c,choice_d,choice_e,answer
Verbal Ability,"What does the idiom ""to get the ball rolling"" mean?",medium,"The idiom ""to get the ball rolling"" means ""to start something moving.""",to lose interest,to stop an activity,to start something moving,to finish a task,,C
Verbal Ability,"What does the idiom ""to go the extra mile"" mean?",medium,"The idiom ""to go the extra mile"" means ""to make a special extra effort.""",to do the minimum,to take a shortcut,to give up early,to make a special extra effort,,D
Verbal Ability,"What does the idiom ""to bite the bullet"" mean?",medium,"The idiom ""to bite the bullet"" means ""to face a difficult situation bravely.""",to face a difficult situation bravely,to eat quickly,to argue loudly,to avoid a problem,,A
Verbal Ability,"What does the idiom ""to be under the weather"" mean?",medium,"The idiom ""to be under the weather"" means ""to feel slightly ill.""",to be very busy,to be outdoors,to feel slightly ill,to feel very happy,,C
Verbal Ability,"What does the idiom ""to think outside the box"" mean?",medium,"The idiom ""to think outside the box"" means ""to think creatively or differently.""",to think creatively or differently,to follow instructions exactly,to copy others,to avoid new ideas,,A
Verbal Ability,"What does the idiom ""to hit the nail on the head"" mean?",medium,"The idiom ""to hit the nail on the head"" means ""to describe exactly what is causing a situation.""",to describe exactly what is causing a situation,to make a mistake,to build something,to avoid the topic,,A
Verbal Ability,"What does the idiom ""to be in the same boat"" mean?",medium,"The idiom ""to be in the same boat"" means ""to be in the same difficult situation as others.""",to own a business,to compete against each other,to travel together,to be in the same difficult situation as others,,D
Verbal Ability,"What does the idiom ""to spill the beans"" mean?",medium,"The idiom ""to spill the beans"" means ""to reveal a secret.""",to cook a meal,to clean the house,to reveal a secret,to keep a promise,,C
Verbal Ability,"What does the idiom ""to break the ice"" mean?",medium,"The idiom ""to break the ice"" means ""to ease tension in a social situation.""",to cancel a meeting,to cause an argument,to ease tension in a social situation,to end a friendship,,C
Verbal Ability,"What does the idiom ""to burn the midnight oil"" mean?",medium,"The idiom ""to burn the midnight oil"" means ""to work late into the night.""",to waste money,to start a fire,to work late into the night,to sleep early,,C
Verbal Ability,"What does the idiom ""to keep someone posted"" mean?",medium,"The idiom ""to keep someone posted"" means ""to keep someone informed.""",to delay news,to ignore someone,to keep someone informed,to confuse someone,,C
Analytical Ability,"Find the next number in the series: 39, 42, 40, 43, __",medium,The series alternates +3 and -2. Following the pattern gives 41.,35,39,37,41,,D
Analytical Ability,"Find the next number in the series: 16, 25, 36, 49, __",medium,"These are consecutive perfect squares: 4^2, 5^2, 6^2, 7^2. Next = 8^2 = 64.",56,64,73,68,,B
Analytical Ability,"Find the next number in the series: 17, 20, 17, 20, __",medium,The series alternates +3 and -3. Following the pattern gives 17.,11,21,19,17,,D
Analytical Ability,"Find the next number in the series: 9, 16, 25, 36, __",medium,"These are consecutive perfect squares: 3^2, 4^2, 5^2, 6^2. Next = 7^2 = 49.",43,49,58,40,,B
Analytical Ability,"Find the next number in the series: 4, 5, 9, 14, __",medium,Each term is the sum of the two terms before it: 9 + 14 = 23.,16,23,26,20,,B
Analytical Ability,"Find the next number in the series: 14, 19, 16, 21, __",medium,The series alternates +5 and -3. Following the pattern gives 18.,22,18,16,24,,B
Analytical Ability,"Find the next number in the series: 1, 5, 17, 53, __",hard,Rule: multiply by 3 then add 2. Next term = 53 x 3 + 2 = 161.,166,161,156,169,,B
Analytical Ability,"Find the next number in the series: 13, 18, 23, 28, __",easy,Each term changes by 5. Next term = 28 + 5 = 33.,23,38,33,43,,C
Analytical Ability,"Find the next number in the series: 25, 27, 29, 31, __",easy,Each term changes by 2. Next term = 31 + 2 = 33.,34,33,37,31,,B
Analytical Ability,"Find the next number in the series: 1, 4, 13, 40, __",hard,Rule: multiply by 3 then add 1. Next term = 40 x 3 + 1 = 121.,116,124,121,126,,C
Analytical Ability,"Find the next number in the series: 6, 12, 18, 24, __",easy,Each term changes by 6. Next term = 24 + 6 = 30.,42,36,30,24,,C
Analytical Ability,"Find the next number in the series: 2, 8, 32, 128, __",medium,Each term is multiplied by 4. Next term = 128 x 4 = 512.,768,512,640,341,,B
Analytical Ability,"Find the next number in the series: 25, 28, 31, 34, __",easy,Each term changes by 3. Next term = 34 + 3 = 37.,40,43,31,37,,D
Analytical Ability,"Find the next number in the series: 5, 16, 49, 148, __",hard,Rule: multiply by 3 then add 1. Next term = 148 x 3 + 1 = 445.,445,448,453,450,,A
Analytical Ability,"Find the next number in the series: 1, 5, 25, 125, __",medium,Each term is multiplied by 5. Next term = 125 x 5 = 625.,468,625,630,416,,B
Analytical Ability,"Find the next number in the series: 1, 3, 4, 7, __",medium,Each term is the sum of the two terms before it: 4 + 7 = 11.,16,11,6,18,,B
Analytical Ability,"Find the next number in the series: 4, 8, 12, 20, __",medium,Each term is the sum of the two terms before it: 12 + 20 = 32.,39,35,32,25,,C
Analytical Ability,"Find the next number in the series: 1, 4, 9, 16, __",medium,"These are consecutive perfect squares: 1^2, 2^2, 3^2, 4^2. Next = 5^2 = 25.",25,34,29,21,,A
Analytical Ability,"Find the next number in the series: 24, 33, 42, 51, __",easy,Each term changes by 9. Next term = 51 + 9 = 60.,60,78,51,70,,A
Analytical Ability,"Find the next number in the series: 5, 20, 80, 320, __",medium,Each term is multiplied by 4. Next term = 320 x 4 = 1280.,853,1600,1920,1280,,D
Analytical Ability,"Find the next number in the series: 14, 18, 10, 14, __",medium,The series alternates +4 and -8. Following the pattern gives 6.,6,4,10,12,,A
Analytical Ability,"Find the next number in the series: 1, 3, 5, 7, __",easy,Each term changes by 2. Next term = 7 + 2 = 9.,9,13,7,10,,A
Analytical Ability,"Find the next number in the series: 32, 36, 29, 33, __",medium,The series alternates +4 and -7. Following the pattern gives 26.,28,22,24,26,,D
Analytical Ability,"Find the next number in the series: 6, 18, 54, 162, __",medium,Each term is multiplied by 3. Next term = 162 x 3 = 486.,607,491,486,324,,C
Analytical Ability,"Find the next number in the series: 5, 9, 14, 23, __",medium,Each term is the sum of the two terms before it: 14 + 23 = 37.,30,37,32,42,,B
Analytical Ability,"Find the next number in the series: 1, 4, 5, 9, __",medium,Each term is the sum of the two terms before it: 5 + 9 = 14.,7,14,9,11,,B
Analytical Ability,"Find the next number in the series: 35, 39, 34, 38, __",medium,The series alternates +4 and -5. Following the pattern gives 33.,35,37,33,39,,C
Analytical Ability,"Find the next number in the series: 1, 3, 9, 27, __",medium,Each term is multiplied by 3. Next term = 27 x 3 = 81.,81,101,60,54,,A
Analytical Ability,"Find the next number in the series: 2, 6, 18, 54, __",medium,Each term is multiplied by 3. Next term = 54 x 3 = 162.,202,108,162,121,,C
Analytical Ability,"Find the next number in the series: 10, 12, 7, 9, __",medium,The series alternates +2 and -5. Following the pattern gives 4.,6,4,10,8,,B
Analytical Ability,"Find the next number in the series: 19, 21, 23, 25, __",easy,Each term changes by 2. Next term = 25 + 2 = 27.,27,23,28,31,,A
Analytical Ability,"Find the next number in the series: 5, 15, 45, 135, __",medium,Each term is multiplied by 3. Next term = 135 x 3 = 405.,270,405,607,410,,B
Analytical Ability,"Find the next number in the series: 7, 14, 21, 28, __",easy,Each term changes by 7. Next term = 28 + 7 = 35.,49,43,35,28,,C
Analytical Ability,"Find the next number in the series: 26, 31, 23, 28, __",medium,The series alternates +5 and -8. Following the pattern gives 20.,24,20,26,14,,B
Analytical Ability,"Find the next number in the series: 1, 6, 21, 66, __",hard,Rule: multiply by 3 then add 3. Next term = 66 x 3 + 3 = 201.,201,206,196,204,,A
Analytical Ability,"Find the next number in the series: 37, 42, 34, 39, __",medium,The series alternates +5 and -8. Following the pattern gives 31.,25,31,27,33,,B
Analytical Ability,"Find the next number in the series: 40, 42, 37, 39, __",medium,The series alternates +2 and -5. Following the pattern gives 34.,34,32,40,28,,A
Analytical Ability,"Find the next number in the series: 21, 27, 21, 27, __",medium,The series alternates +6 and -6. Following the pattern gives 21.,23,27,21,17,,C
Analytical Ability,"Find the next number in the series: 22, 24, 26, 28, __",easy,Each term changes by 2. Next term = 28 + 2 = 30.,34,30,31,28,,B
Analytical Ability,"Find the next number in the series: 1, 4, 10, 22, __",hard,Rule: multiply by 2 then add 2. Next term = 22 x 2 + 2 = 46.,49,41,51,46,,D
Analytical Ability,"Find the next number in the series: 1, 4, 16, 64, __",medium,Each term is multiplied by 4. Next term = 64 x 4 = 256.,256,320,192,261,,A
Analytical Ability,"Find the next number in the series: 33, 35, 31, 33, __",medium,The series alternates +2 and -4. Following the pattern gives 29.,31,23,35,29,,D
Analytical Ability,"Find the next number in the series: 9, 11, 13, 15, __",easy,Each term changes by 2. Next term = 15 + 2 = 17.,17,18,21,19,,A
Analytical Ability,"Find the next number in the series: 4, 9, 16, 25, __",medium,"These are consecutive perfect squares: 2^2, 3^2, 4^2, 5^2. Next = 6^2 = 36.",32,45,36,40,,C
Analytical Ability,"Find the next number in the series: 3, 12, 39, 120, __",hard,Rule: multiply by 3 then add 3. Next term = 120 x 3 + 3 = 363.,363,360,368,371,,A
Analytical Ability,"Find the next number in the series: 5, 25, 125, 625, __",medium,Each term is multiplied by 5. Next term = 625 x 5 = 3125.,3125,2083,3130,2343,,A
Analytical Ability,"Find the next number in the series: 32, 35, 31, 34, __",medium,The series alternates +3 and -4. Following the pattern gives 30.,36,30,28,24,,B
Analytical Ability,"Find the next number in the series: 14, 16, 14, 16, __",medium,The series alternates +2 and -2. Following the pattern gives 14.,16,8,14,20,,C
Analytical Ability,"Find the next number in the series: 10, 17, 11, 18, __",medium,The series alternates +7 and -6. Following the pattern gives 12.,8,14,16,12,,D
Analytical Ability,"Find the next number in the series: 19, 14, 9, 4, __",easy,Each term changes by -5. Next term = 4 - 5 = -1.,-1,11.40,9,4,,A
Analytical Ability,"Find the next letter in the series: B, C, D, E, __",easy,Each letter advances by 1 in the alphabet. After E comes F.,M,V,F,H,,C
Analytical Ability,"Find the next letter in the series: C, D, E, F, __",easy,Each letter advances by 1 in the alphabet. After F comes G.,L,G,Z,N,,B
Analytical Ability,"Find the next letter in the series: E, G, I, K, __",easy,Each letter advances by 2 in the alphabet. After K comes M.,B,M,Z,L,,B
Analytical Ability,"Find the next letter in the series: B, E, H, K, __",easy,Each letter advances by 3 in the alphabet. After K comes N.,K,P,N,X,,C
